data,sad,sygnatura,wynik,charakter,przyczyna,rodzaj,opis,link,nsa_sygnatura,nsa_link,nsa_zmienil,zrodlo
2026-04-08,WSA we Wrocławiu,II SAB/Wr 112/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Skarga na bezczynność w sprawie wydania zezwolenia na pobyt czasowy,Skarga na bezczynność Wojewody Dolnośląskiego została w całości odrzucona z przyczyny procesowej. Skarżąca nie uzyskała merytorycznej oceny bezczynności ani żadnego środka ochrony.,https://orzeczenia.nsa.gov.pl/doc/6D78EB865C,,,,cbosa
2026-04-08,WSA we Wrocławiu,II SAB/Wr 28/26,Pozytywny,Merytoryczny,,Pobyt stały,Pozytywny: sprawa dotyczyła bezczynności w postępowaniu o pobyt stały; skargę ujęto jako korzystną dla skarżącego,https://orzeczenia.nsa.gov.pl/doc/69E8831B44,,,,cbosa
2026-04-08,WSA w Gdańsku,III SAB/Gd 136/26,Negatywny,Procesowy,"Nie wykazano uprzedniego wniesienia ponaglenia do właściwego organu, mimo że wniesienie takiego ponaglenia jest warunkiem dopuszczalności skargi na bezczynność lub przewlekłe prowadzenie postępowania.",Skarga na bezczynność i przewlekłe prowadzenie postępowania w sprawie zezwolenia na pobyt rezydenta długoterminowego UE,Skarga została w całości odrzucona jako niedopuszczalna z powodu niezłożenia wymaganego ponaglenia. Skarżącemu zwrócono 100 zł wpisu sądowego.,https://orzeczenia.nsa.gov.pl/doc/2AE76E6582,,,,cbosa
2026-04-08,WSA w Gliwicach,III SAB/Gl 557/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,"Skarżący uzyskał korzystne stwierdzenie bezczynności organu, zobowiązanie Wojewody do załatwienia wniosku w terminie 60 dni oraz zwrot kosztów postępowania. Jednocześnie Sąd nie stwierdził rażącego naruszenia prawa i odmówił przyznania sumy pieniężnej, oddalając skargę w tym zakresie.",https://orzeczenia.nsa.gov.pl/doc/AC55A3A35A,,,,cbosa
2026-04-08,WSA we Wrocławiu,III SAB/Wr 123/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Bezczynność w sprawie zezwolenia na pobyt czasowy i pracę,Skarga została w całości odrzucona z powodu nieuiszczenia wpisu sądowego. Zarzut bezczynności Wojewody Dolnośląskiego nie został rozpoznany merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/B1C4833A67,,,,cbosa
2026-04-08,WSA we Wrocławiu,III SAB/Wr 26/26,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,"Skarżący uzyskał stwierdzenie przewlekłości postępowania (z rażącym naruszeniem prawa), zobowiązanie organu do rozstrzygnięcia w terminie 30 dni oraz przyznanie sumy pieniężnej i zwrot kosztów postępowania.",https://orzeczenia.nsa.gov.pl/doc/A8BF415C57,,,,cbosa
2026-04-08,WSA we Wrocławiu,III SAB/Wr 29/26,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,"Stwierdzono przewlekłość postępowania (z rażącym naruszeniem prawa), zobowiązano Wojewodę do załatwienia sprawy w 30 dni oraz zasądzono 1600 zł tytułem sumy pieniężnej i 597 zł kosztów postępowania.",https://orzeczenia.nsa.gov.pl/doc/37D6F11E24,,,,cbosa
2026-04-08,WSA we Wrocławiu,III SAB/Wr 7/26,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,"Sąd stwierdził bezczynność Wojewody, uznał ją za rażącą i zobowiązał organ do wydania rozstrzygnięcia w sprawie wniosku o zezwolenie na pobyt czasowy i pracę w terminie 30 dni oraz zasądził 1100 zł tytułem sumy pieniężnej.",https://orzeczenia.nsa.gov.pl/doc/5D693749E5,,,,cbosa
2026-04-08,WSA w Warszawie,IV SAB/Wa 169/26,Need to Review,,,Pobyt czasowy,Umorzono postępowanie,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-04-08,WSA w Warszawie,IV SAB/Wa 720/25,Pozytywny,Merytoryczny,,Pobyt czasowy,Stwierdzono bezczynność organu,,Skarga kasacyjna: tak — sygnatura niepodana,Brak linku w wykazie WSA,Nie ustalono,wykaz
2026-04-08,WSA we Wrocławiu,IV SAB/Wr 1192/25,Pozytywny,Merytoryczny,,Pobyt czasowy,Skarżąca uzyskała stwierdzenie bezczynności organu oraz zobowiązanie Wojewody do rozpoznania jej wniosku o zezwolenie na pobyt czasowy w wyznaczonym terminie.,https://orzeczenia.nsa.gov.pl/doc/AD2A3FEC7D,,,,cbosa
2026-04-08,WSA we Wrocławiu,IV SAB/Wr 1206/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,Sąd zobowiązał Wojewodę Dolnośląskiego do rozpoznania/załatwienia wniosku skarżącego o zezwolenie na pobyt czasowy i pracę w terminie 60 dni oraz stwierdził bezczynność i przewlekłość postępowania.,https://orzeczenia.nsa.gov.pl/doc/5BF9B3954F,,,,cbosa
2026-04-09,WSA we Wrocławiu,I SA/Wr 269/26,Negatywny,Procesowy,"Nie wykazano, że osoba działająca jako pełnomocnik należy do kręgu podmiotów uprawnionych do reprezentowania strony na podstawie art. 35 p.p.s.a., mimo wezwania sądu.",Pobyt stały – pozostawienie wniosku bez rozpoznania i wskazana przez WSA możliwość skargi na bezczynność,Skarga została w całości odrzucona z powodu nieusunięcia braku formalnego dotyczącego umocowania i uprawnienia aplikanta radcowskiego do reprezentacji. WSA nie zbadał merytorycznie zarzucanej bezczynności.,https://orzeczenia.nsa.gov.pl/doc/B654E57882,,,,cbosa
2026-04-09,WSA we Wrocławiu,I SAB/Wr 152/26,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Zezwolenie na pobyt czasowy – skarga na bezczynność Wojewody,WSA umorzył całe postępowanie wskutek skutecznego cofnięcia skargi. Skarżący nie uzyskał merytorycznego stwierdzenia bezczynności ani zobowiązania organu do działania.,https://orzeczenia.nsa.gov.pl/doc/8DEC9D524D,,,,cbosa
2026-04-09,WSA we Wrocławiu,I SAB/Wr 166/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Bezczynność Wojewody w sprawie zezwolenia na pobyt czasowy i pracę,Skarga została w całości odrzucona z powodu nieuiszczenia wpisu sądowego mimo wezwania. Zarzut bezczynności Wojewody nie został rozpoznany merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/752F221D5D,,,,cbosa
2026-04-09,WSA we Wrocławiu,I SAB/Wr 82/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Zezwolenie na pobyt czasowy i pracę – skarga na bezczynność,Skarga na bezczynność Wojewody Dolnośląskiego została w całości odrzucona z powodu nieuiszczenia wpisu sądowego.,https://orzeczenia.nsa.gov.pl/doc/33A059B15A,,,,cbosa
2026-04-09,WSA w Gliwicach,II SAB/Gl 139/26,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Bezczynność w sprawie zezwolenia na pobyt rezydenta długoterminowego Unii Europejskiej,Postępowanie sądowoadministracyjne umorzono wskutek skutecznego cofnięcia skargi. Zarzut bezczynności nie został rozpoznany merytorycznie. Skarżącemu zwrócono wpis w kwocie 100 zł.,https://orzeczenia.nsa.gov.pl/doc/CA24048218,,,,cbosa
2026-04-09,WSA w Gliwicach,II SAB/Gl 36/26,Negatywny,Procesowy,Nie wykazano należycie umocowania pełnomocnika lub nie złożono pełnomocnictwa.,Bezczynność w sprawie zezwolenia na pobyt rezydenta długoterminowego UE,Skarga na bezczynność została w całości odrzucona bez rozpoznania merytorycznego. Skarżącemu zwrócono 100 zł wpisu.,https://orzeczenia.nsa.gov.pl/doc/C97301ADF3,,,,cbosa
2026-04-09,WSA w Gorzowie Wlkp.,II SAB/Go 40/26,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,Sąd zobowiązał Wojewodę do rozpoznania wniosku o zezwolenie na pobyt czasowy i pracę w terminie 60 dni oraz stwierdził przewlekłość postępowania.,https://orzeczenia.nsa.gov.pl/doc/A5045F6323,,,,cbosa
2026-04-09,WSA w Gorzowie Wlkp.,II SAB/Go 42/26,Pozytywny,Merytoryczny,,Pobyt czasowy,Sąd stwierdził przewlekłość postępowania organu i zasądził koszty (100 zł); nie przyznał sumy pieniężnej ani nie wykazał rażącego naruszenia prawa.,https://orzeczenia.nsa.gov.pl/doc/5A2EA3D6F1,,,,cbosa
2026-04-09,WSA we Wrocławiu,II SAB/Wr 1483/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,"Sąd stwierdził przewlekłość postępowania Wojewody w sprawie zezwolenia na pobyt czasowy i pracę (bez kwalifikacji rażącego naruszenia prawa); w zakresie zobowiązania organu do wydania aktu postępowanie umorzono, a żądania pieniężne/grzywny nie zostały uwzględnione; zasądzono zwrot kosztów 100 zł.",https://orzeczenia.nsa.gov.pl/doc/D127DD7369,,,,cbosa
2026-04-09,WSA we Wrocławiu,II SAB/Wr 1496/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,Sąd uznał przewlekłość i zobowiązał Wojewodę do załatwienia sprawy (wydania decyzji/aktu) w 60 dni; skarga w pozostałym zakresie została oddalona (m.in. o sumę pieniężną).,https://orzeczenia.nsa.gov.pl/doc/889338202A,,,,cbosa
2026-04-09,WSA we Wrocławiu,II SAB/Wr 1580/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,Uzyskano stwierdzenie przewlekłości postępowania przez Wojewodę w sprawie o zezwolenie na pobyt czasowy i pracę (bez kwalifikacji rażącej).,https://orzeczenia.nsa.gov.pl/doc/46406CDC42,,,,cbosa
2026-04-09,WSA w Gliwicach,III SAB/Gl 530/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,Sąd stwierdził przewlekłość postępowania i zobowiązał organ do rozpatrzenia wniosku o zezwolenie na pobyt czasowy i pracę w terminie 60 dni od zwrotu akt z prawomocnym wyrokiem.,https://orzeczenia.nsa.gov.pl/doc/AF41AF9F61,,,,cbosa
2026-04-09,WSA we Wrocławiu,III SAB/Wr 37/26,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,Stwierdzono przewlekłość postępowania (z rażącym naruszeniem prawa) i przyznano sumę pieniężną 2000 zł oraz zwrot kosztów postępowania; w części dotyczącej zobowiązania organu sprawę umorzono z uwagi na wydanie decyzji.,https://orzeczenia.nsa.gov.pl/doc/68CE88AFFE,,,,cbosa
2026-04-09,WSA we Wrocławiu,III SAB/Wr 5/26,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,Sąd zobowiązał Wojewodę Dolnośląskiego do załatwienia wniosku o zezwolenie na pobyt czasowy i pracę w terminie 60 dni od dnia otrzymania odpisu prawomocnego wyroku oraz przyznał 2000 zł tytułem sumy pieniężnej za bezczynność.,https://orzeczenia.nsa.gov.pl/doc/8B9AD5F0D0,,,,cbosa
2026-04-09,WSA we Wrocławiu,III SAB/Wr 83/26,Pozytywny,Merytoryczny,,Pobyt stały,"Skarga została częściowo uwzględniona: stwierdzono bezczynność organu, zobowiązano go do załatwienia sprawy w 60 dni i zasądzono 597 zł kosztów. Nie stwierdzono rażącego naruszenia prawa i oddalono żądanie przyznania sumy pieniężnej.",https://orzeczenia.nsa.gov.pl/doc/4F716F99E8,,,,cbosa
2026-04-09,WSA w Łodzi,III SAB/Łd 4/26,Pozytywny,Merytoryczny,,Pobyt czasowy,"Sąd uwzględnił skargę w zasadniczej części: zobowiązał organ do załatwienia wniosku w terminie 30 dni i stwierdził bezczynność, ale uznał, że nie miała ona charakteru rażącego, oddalił żądanie przyznania sumy pieniężnej oraz przyznał koszty postępowania w podstawowej wysokości.",https://orzeczenia.nsa.gov.pl/doc/A331F11438,,,,cbosa
2026-04-09,WSA we Wrocławiu,IV SA/Wr 182/26,Negatywny,Procesowy,Przedmiot skargi nie należał do właściwości sądu administracyjnego.,Skarga na niewykonanie wyroku uwzględniającego skargę na bezczynność – zezwolenie na pobyt czasowy i pracę,Skarga została w całości odrzucona bez rozpoznania merytorycznego. Skarżący nie uzyskał środka z art. 154 p.p.s.a.; zasądzone świadczenia powinien egzekwować w trybie cywilnym. Ubocznie zwrócono mu 200 zł wpisu sądowego.,https://orzeczenia.nsa.gov.pl/doc/B3C7902E55,,,,cbosa
2026-04-09,WSA w Warszawie,IV SAB/Wa 238/26,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-04-09,WSA we Wrocławiu,IV SAB/Wr 214/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Zezwolenie na pobyt czasowy i pracę – skarga na bezczynność i przewlekłe prowadzenie postępowania,Skarga została w całości odrzucona z powodu nieuiszczenia wpisu sądowego mimo wezwania. Zarzuty bezczynności i przewlekłości nie zostały rozpoznane merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/415CE438BE,,,,cbosa
2026-04-09,WSA we Wrocławiu,IV SAB/Wr 73/26,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Pobyt rezydenta długoterminowego UE,Postępowanie sądowoadministracyjne umorzono w całości wskutek skutecznego cofnięcia skargi. Nie rozstrzygnięto merytorycznie zarzutu bezczynności Wojewody. Skarżącej zwrócono 100 zł wpisu sądowego.,https://orzeczenia.nsa.gov.pl/doc/5D451D01C0,,,,cbosa
2026-04-10,WSA w Gliwicach,II SAB/Gl 78/26,Pozytywny,Merytoryczny,,Pobyt rezydenta długoterminowego UE,Organ został zobowiązany do wydania rozstrzygnięcia w sprawie zezwolenia na pobyt rezydenta długoterminowego UE w terminie 60 dni od doręczenia odpisu prawomocnego wyroku; stwierdzono bezczynność z rażącym naruszeniem prawa.,https://orzeczenia.nsa.gov.pl/doc/AC161E4F46,,,,cbosa
2026-04-10,WSA we Wrocławiu,II SAB/Wr 106/26,Negatywny,Procesowy,"Nie wykazano uprzedniego wniesienia ponaglenia do właściwego organu, mimo że wniesienie takiego ponaglenia jest warunkiem dopuszczalności skargi na bezczynność lub przewlekłe prowadzenie postępowania.",Pobyt rezydenta długoterminowego UE – skarga na przewlekłe prowadzenie postępowania,Skarga została w całości odrzucona jako niedopuszczalna z powodu niewykazania uprzedniego wniesienia ponaglenia. Zarzut przewlekłości nie został rozpoznany merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/7DCAEDA23F,,,,cbosa
2026-04-10,WSA we Wrocławiu,II SAB/Wr 122/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Pobyt czasowy i praca,Skarga na bezczynność Wojewody Dolnośląskiego została w całości odrzucona z powodu nieuiszczenia wpisu sądowego; zarzutu bezczynności nie rozpoznano merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/F642B709B2,,,,cbosa
2026-04-10,WSA we Wrocławiu,II SAB/Wr 137/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Pobyt rezydenta długoterminowego UE,"Skarga została w całości odrzucona bez merytorycznej oceny bezczynności ani przewlekłości, ponieważ wpis sądowy uiszczono po terminie. Skarżącemu zwrócono wpis w kwocie 100 zł.",https://orzeczenia.nsa.gov.pl/doc/21861FB215,,,,cbosa
2026-04-10,WSA we Wrocławiu,II SAB/Wr 1586/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.; Nie uzupełniono wymaganego miejsca zamieszkania lub adresu do doręczeń strony pomimo wezwania sądu.",Zezwolenie na pobyt czasowy i pracę – skarga na bezczynność,"Skarga na bezczynność została w całości odrzucona z przyczyn formalnych, bez merytorycznego rozpoznania zarzutu bezczynności.",https://orzeczenia.nsa.gov.pl/doc/1188277AE1,,,,cbosa
2026-04-10,WSA we Wrocławiu,II SAB/Wr 77/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Pobyt czasowy i praca,Skarga została w całości odrzucona z powodu nieuiszczenia wpisu sądowego; zarzut bezczynności nie został rozpoznany merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/AF9C71447E,,,,cbosa
2026-04-10,WSA we Wrocławiu,II SAB/Wr 83/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.; Nie wykazano uprzedniego wniesienia ponaglenia do właściwego organu, mimo że wniesienie takiego ponaglenia jest warunkiem dopuszczalności skargi na bezczynność lub przewlekłe prowadzenie postępowania.",Pobyt czasowy i praca,Skarga na bezczynność została w całości odrzucona bez merytorycznego rozpoznania zarzutu bezczynności.,https://orzeczenia.nsa.gov.pl/doc/3C17F3ACA8,,,,cbosa
2026-04-10,WSA w Gdańsku,III SAB/Gd 104/26,Negatywny,Procesowy,"Nie oznaczono jednoznacznie przedmiotu skargi, w szczególności organu albo rodzaju zarzucanej bezczynności lub przewlekłości, mimo wezwania sądu do usunięcia tego braku formalnego.; Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.; Nie uzupełniono wymaganego numeru PESEL strony będącej osobą fizyczną albo nie złożono oświadczenia o jego nieposiadaniu, mimo prawidłowego wezwania sądu, co skutkowało odrzuceniem skargi z powodu nieusunięcia braku formalnego.",Skarga na przewlekłość postępowania w przedmiocie wydania zaświadczenia związanego z wnioskiem o zezwolenie na pobyt czasowy,Skarga na przewlekłość została w całości odrzucona bez merytorycznego zbadania zarzucanej przewlekłości.,https://orzeczenia.nsa.gov.pl/doc/4E7002B2B1,,,,cbosa
2026-04-10,WSA w Gdańsku,III SAB/Gd 111/26,Pozytywny,Merytoryczny,,Pobyt czasowy,Zobowiązano Wojewodę do rozpoznania wniosku o zezwolenie na pobyt czasowy w terminie 30 dni od uprawomocnienia wyroku; stwierdzono rażącą bezczynność i zasądzono 1000 zł.,https://orzeczenia.nsa.gov.pl/doc/EEE9EC08E2,,,,cbosa
2026-04-10,WSA w Gdańsku,III SAB/Gd 52/26,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,"Sąd zobowiązał Wojewodę Pomorskiego do rozpoznania wniosku w terminie 30 dni, stwierdził rażące naruszenie prawa, przyznał skarżącemu 1000 zł oraz zwrot 597 zł kosztów postępowania. Oddalono żądanie w pozostałej części, w szczególności co do wyższej sumy pieniężnej.",https://orzeczenia.nsa.gov.pl/doc/B8C9DF2A19,,,,cbosa
2026-04-10,WSA w Gdańsku,III SAB/Gd 584/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,"Sąd zobowiązał Wojewodę Pomorskiego do rozpoznania wniosku skarżącego o zezwolenie na pobyt czasowy i pracę (w terminie 60 dni od prawomocnego wyroku), stwierdził rażącą bezczynność i zasądził sumę pieniężną 1000 zł.",https://orzeczenia.nsa.gov.pl/doc/EEA23AB83E,,,,cbosa
2026-04-10,WSA w Gdańsku,III SAB/Gd 66/26,Pozytywny,Merytoryczny,,Pobyt czasowy,"Sąd zobowiązał Wojewodę do rozpoznania wniosku o zezwolenie na pobyt czasowy w 30 dni, stwierdził rażącą bezczynność i zasądził na rzecz skarżącej 1500 zł.",https://orzeczenia.nsa.gov.pl/doc/E8F481B653,,,,cbosa
2026-04-10,WSA w Gdańsku,III SAB/Gd 7/26,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,"Sąd zobowiązał Wojewodę Pomorskiego do dokonania czynności w sprawie w terminie 14 dni, stwierdził przewlekłość z rażącym naruszeniem prawa i zasądził zwrot kosztów postępowania. Oddalił jednak żądanie przyznania skarżącemu sumy pieniężnej.",https://orzeczenia.nsa.gov.pl/doc/DDB60C14E2,,,,cbosa
2026-04-10,WSA w Gdańsku,III SAB/Gd 79/26,Pozytywny,Merytoryczny,,Pobyt czasowy,"Zobowiązano Wojewodę do rozpoznania wniosku o zezwolenie na pobyt czasowy w terminie 30 dni, a także zasądzono 2000 zł z tytułu rażącej bezczynności.",https://orzeczenia.nsa.gov.pl/doc/30EFBEBDA3,,,,cbosa
2026-04-10,WSA we Wrocławiu,III SAB/Wr 124/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Pobyt czasowy i praca – skarga na bezczynność,Skarga została w całości odrzucona z powodu nieuiszczenia wpisu sądowego w terminie. Skarżący nie uzyskał merytorycznego rozpoznania zarzutu bezczynności Wojewody Dolnośląskiego.,https://orzeczenia.nsa.gov.pl/doc/796C69B53F,,,,cbosa
2026-04-10,WSA we Wrocławiu,III SAB/Wr 88/26,Negatywny,Procesowy,"Skargę odrzucono z powodu nieuzupełnienia braków formalnych, lecz opublikowana treść orzeczenia nie pozwala ustalić rodzaju braku.",Pobyt czasowy i praca,Skarga została w całości odrzucona z powodu nieusunięcia w terminie braków formalnych; zarzut bezczynności Wojewody nie został rozpoznany merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/31A00817BA,,,,cbosa
2026-04-10,WSA w Warszawie,IV SAB/Wa 14/26,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-04-10,WSA w Warszawie,IV SAB/Wa 377/26,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-04-10,WSA w Warszawie,IV SAB/Wa 42/26,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-04-10,WSA w Warszawie,IV SAB/Wa 793/25,Pozytywny,Merytoryczny,,Pobyt czasowy,Stwierdzono przewlekłość postępowania,,Skarga kasacyjna: tak — sygnatura niepodana,Brak linku w wykazie WSA,Nie ustalono,wykaz
2026-04-10,WSA w Warszawie,IV SAB/Wa 933/25,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-04-10,WSA we Wrocławiu,IV SAB/Wr 1068/25,Pozytywny,Merytoryczny,,Pobyt czasowy,Sąd uzyskał stwierdzenie bezczynności Wojewody oraz nakazał organowi rozpoznać wniosek o zaświadczenie w zakresie wskazanym w wyroku; postępowanie umorzono tylko w części dotyczącej innego elementu żądania.,https://orzeczenia.nsa.gov.pl/doc/53E982EAB2,,,,cbosa
2026-04-10,WSA we Wrocławiu,IV SAB/Wr 1201/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,Sąd zobowiązał Wojewodę Dolnośląskiego do rozpatrzenia wniosku o zezwolenie na pobyt czasowy i pracę w terminie 14 dni od otrzymania prawomocnego wyroku wraz z aktami; jednocześnie stwierdzono przewlekłość postępowania.,https://orzeczenia.nsa.gov.pl/doc/30ED3457DC,,,,cbosa
2026-04-13,WSA w Gliwicach,III SAB/Gl 13/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Pobyt czasowy cudzoziemca w celu świadczenia pracy – skarga na bezczynność Wojewody,Skarga na bezczynność została w całości odrzucona z powodu nieuiszczenia wpisu sądowego. Sąd nie rozpoznał zarzutu bezczynności merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/E3CA65500E,,,,cbosa
2026-04-13,WSA w Gliwicach,III SAB/Gl 136/26,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Pobyt czasowy i praca,Niekorzystny,https://orzeczenia.nsa.gov.pl/doc/C4064F893E,,,,cbosa
2026-04-13,WSA w Gliwicach,III SAB/Gl 98/26,Negatywny,Procesowy,Nie wykazano należycie umocowania pełnomocnika lub nie złożono pełnomocnictwa.,Pobyt czasowy i praca,Niekorzystny,https://orzeczenia.nsa.gov.pl/doc/F1DA3CD666,,,,cbosa
2026-04-13,WSA w Warszawie,IV SAB/Wa 373/26,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-04-13,WSA w Warszawie,IV SAB/Wa 638/26,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-04-13,WSA w Warszawie,IV SAB/Wa 664/25,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-04-13,WSA w Warszawie,IV SAB/Wa 677/25,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-04-13,WSA w Warszawie,IV SAB/Wa 785/25,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-04-13,WSA w Warszawie,IV SAB/Wa 81/26,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-04-13,WSA w Warszawie,IV SAB/Wa 849/25,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-04-13,WSA w Warszawie,IV SAB/Wa 923/25,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-04-13,WSA w Warszawie,IV SAB/Wa 973/25,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-04-13,WSA we Wrocławiu,IV SAB/Wr 191/26,Negatywny,Procesowy,"Nie wykazano uprzedniego wniesienia ponaglenia do właściwego organu, mimo że wniesienie takiego ponaglenia jest warunkiem dopuszczalności skargi na bezczynność lub przewlekłe prowadzenie postępowania.",Skarga na przewlekłe prowadzenie postępowania w sprawie zezwolenia na pobyt rezydenta długoterminowego UE,Skarga została w całości odrzucona jako niedopuszczalna; WSA nie rozpoznał merytorycznie zarzutu przewlekłości.,https://orzeczenia.nsa.gov.pl/doc/E72CE43711,,,,cbosa
2026-04-14,WSA we Wrocławiu,I SAB/Wr 25/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.; Nie wykazano uprzedniego wniesienia ponaglenia do właściwego organu, mimo że wniesienie takiego ponaglenia jest warunkiem dopuszczalności skargi na bezczynność lub przewlekłe prowadzenie postępowania.",Pobyt czasowy,Niekorzystny,https://orzeczenia.nsa.gov.pl/doc/B34CFD76FC,,,,cbosa
